group,names,scores,logfoldchanges,pvals,pvals_adj
0,RPL10A,20.508741,0.71873575,1.7988600790622321e-93,3.6278775182734487e-91
0,RPL19,19.901583,0.547067,3.9428062856658645e-88,7.724520771660239e-86
0,RPL36A,19.71909,0.9973165,1.4786391666548818e-86,2.816396879375701e-84
0,TMEM66,19.677786,1.4261076,3.342942264468102e-86,6.280152084235007e-84
0,NOSIP,19.317247,2.2680304,3.846204936946822e-83,7.032913934038495e-81
0,RPL17,18.567743,0.7197174,5.86146715142828e-77,9.802946404230174e-75
0,RPS5,18.38227,0.73738384,1.821831004290928e-75,3.010191613595878e-73
0,RPL18,18.344666,0.6632705,3.6415597450080385e-75,5.945279802742886e-73
0,RPS15,18.327677,0.5428949,4.977166163453032e-75,8.030218443011163e-73
0,RPS2,18.268276,0.47228602,1.4805324977092374e-74,2.360932869021451e-72
0,RPS26,18.15634,0.98522574,1.1440343096788123e-73,1.8033662670040496e-71
0,RPS8,17.529543,0.64023185,8.525261558811923e-69,1.2990604113060746e-66
0,RPL4,17.445057,0.7080749,3.753485037037682e-68,5.656625692080744e-66
0,RPL7,17.258863,0.7214201,9.598272253089732e-67,1.4307685399877453e-64
0,RPLP1,17.052416,0.48111096,3.353845146935475e-65,4.893045994156713e-63
0,RPS21,16.70424,0.9983223,1.2207271478432568e-62,1.7082706230124924e-60
0,RPL22,16.375446,1.0714761,2.8640141794767933e-60,3.9277090457344744e-58
0,RPL38,16.249294,0.8845138,2.2594866960949404e-59,3.067980252499605e-57
0,RPL35,16.206114,0.63810563,4.565425806995795e-59,6.138259756582385e-57
0,BTG1,16.183931,0.9968198,6.547649537085354e-59,8.551853881103671e-57
0,RPSAP58,16.131163,1.1796803,1.5409093176902814e-58,1.9935877719626906e-56
0,EEF1B2,16.050789,0.9104673,5.644160621427221e-58,7.234020445070366e-56
0,AES,15.9685135,1.6714841,2.1177249712119518e-57,2.640225477745519e-55
0,RPL24,15.786972,0.68189836,3.825036732567879e-56,4.6421728982686635e-54
0,GLTSCR2,15.585408,1.0014404,9.147698941747282e-55,1.0908829851054106e-52
0,RPS19,15.441136,0.5197128,8.656134014653122e-54,9.892518489746076e-52
0,RPL27,15.314497,0.6253938,6.118318495214541e-53,6.877591790440345e-51
0,CD2,15.302288,2.1974616,7.3815099706351e-53,8.163711914297561e-51
0,RPL18A,15.151513,0.47623616,7.404158159873542e-52,8.123250000360461e-50
0,RPL7A,14.81691,0.56235445,1.1390479780867588e-49,1.210922788486962e-47
0,RPL37A,14.604191,0.654221,2.6409907431406462e-48,2.6828553371430236e-46
0,RPS7,14.498371,0.4864222,1.2405914908164094e-47,1.2509905665482529e-45
0,HINT1,14.405608,1.2077118,4.770979437693096e-47,4.707137554570009e-45
0,GIMAP7,14.32706,1.4115007,1.482664278935764e-46,1.4420750298812104e-44
0,RPL37,14.247123,0.6595815,4.6713406549346214e-46,4.511462376181225e-44
0,RPL34,14.118684,0.81020284,2.9138094598532977e-45,2.7749988147519528e-43
0,RPL6,14.104136,0.39527676,3.58147468520321e-45,3.3873340574397805e-43
0,CD27,14.063628,2.5203826,6.354317977451062e-45,5.968706626216703e-43
0,CD7,13.873605,1.7375435,9.155732869788246e-44,8.483900038937568e-42
0,LCK,13.792537,1.7855978,2.8264209393451275e-43,2.601445420280475e-41
0,JUN,13.6323805,1.0837829,2.5705532963178177e-42,2.3346071460730167e-40
0,RPS4Y1,13.445544,0.74402434,3.2698922179405107e-41,2.9309347631919064e-39
0,EVL,13.388355,1.3067651,7.072980342764945e-41,6.298626780563536e-39
0,RPL12,13.348927,0.41855848,1.2016806453901668e-40,1.0632160239277902e-38
0,CCR7,13.302687,3.0512953,2.2329815272443484e-40,1.9630197861941663e-38
0,PIK3IP1,13.193397,2.3051176,9.57706409164822e-40,8.365595984258835e-38
0,RPL28,13.088965,0.37007302,3.8076091908294804e-39,3.304908382470601e-37
0,ZFP36L2,12.905085,1.1258055,4.2135192530644127e-38,3.566926113365763e-36
0,TMEM123,12.537067,1.392818,4.679972701652588e-36,3.866334074124313e-34
0,RPL15,12.274021,0.333967,1.2489308555983205e-34,1.001627938811425e-32
0,HSPA8,12.264511,1.0283774,1.4045763558148635e-34,1.1199046595142464e-32
0,PRDX2,12.027143,1.7928919,2.5586374103428595e-33,2.0050944825966843e-31
0,LEF1,12.020794,3.3204958,2.763041514098725e-33,2.140810809285306e-31
0,TOMM7,11.96507,0.820015,5.41522858327886e-33,4.172159819723948e-31
0,GIMAP5,11.764842,1.7936933,5.923718266421802e-32,4.538428620430648e-30
0,RGCC,11.739653,2.180671,7.981337423448135e-32,6.047296211335233e-30
0,AQP3,11.622807,3.0902014,3.1559607563896766e-31,2.3780684512707707e-29
0,HNRNPA1,11.481978,0.5882963,1.625177219290973e-30,1.1982623863094841e-28
0,RPL26,11.42245,0.34285235,3.2299651406114596e-30,2.3436900496479133e-28
0,PRKCQ-AS1,11.415202,2.979052,3.510869212311486e-30,2.520840857468048e-28
0,TRAT1,11.367009,2.8060153,6.104386437369712e-30,4.315234824849909e-28
0,TCF7,11.3196125,2.0828679,1.0493517536460689e-29,7.3799025382062505e-28
0,C6orf48,11.218059,1.084277,3.3248786611316917e-29,2.2913259275758805e-27
0,CD3G,11.211634,2.0782757,3.5753446507702965e-29,2.4516138270331924e-27
0,EIF4A2,11.120028,0.9603156,1.0024139545190008e-28,6.839355707598795e-27
0,MAL,11.031968,4.1288514,2.679359468391959e-28,1.819046324234026e-26
0,MYL12A,10.946069,0.7087163,6.9394730294685175e-28,4.665094761084865e-26
0,TRAF3IP3,10.740006,1.113565,6.603989347539625e-27,4.333354541251599e-25
0,LEPROTL1,10.553478,1.7427276,4.8950523755658785e-26,3.1516783229347633e-24
0,SOD1,10.256607,1.0234226,1.105217580447786e-24,6.952731145991255e-23
0,FLT3LG,10.246172,2.5089195,1.231237537547802e-24,7.710133146087012e-23
0,DDX5,10.210264,0.74059683,1.7837785118223442e-24,1.1019251581590823e-22
0,LAT,10.016977,1.8636309,1.2836941849587611e-23,7.73738385984361e-22
0,RPL29,9.899976,0.33818197,4.163740798794175e-23,2.4507099276679535e-21
0,C12orf57,9.893833,1.4576559,4.427431954560417e-23,2.5947778557624602e-21
0,ACAP1,9.892573,1.4297708,4.483502652628864e-23,2.6164576756660526e-21
0,FYB,9.883269,1.2277858,4.9201045679464685e-23,2.8590811035939774e-21
0,DNAJB1,9.87471,1.505593,5.358772780859876e-23,3.1008527391017863e-21
0,PEBP1,9.814693,1.1818371,9.733362686502997e-23,5.608543524483281e-21
0,CD69,9.733677,1.2588725,2.1661825687068884e-22,1.237792822801928e-20
0,CXCR4,9.640786,0.9359677,5.377477308530127e-22,3.060030033576024e-20
0,RHOH,9.611536,1.6120776,7.147499385557384e-22,4.033778048293578e-20
0,SPOCK2,9.608734,1.8705041,7.34465071288317e-22,4.1280549129704836e-20
0,IFITM1,9.428375,1.0119834,4.1649128051318215e-21,2.293880088738064e-19
0,OCIAD2,8.999904,1.6359801,2.259159621906179e-19,1.1916198098008208e-17
0,SNRPD2,8.970345,0.80877095,2.9558716173422467e-19,1.547206998482121e-17
0,FOS,8.903414,0.54732656,5.415473042357344e-19,2.771186466525695e-17
0,NDFIP1,8.880847,1.2152433,6.635337641259889e-19,3.379618858055596e-17
0,ARHGAP15,8.435977,1.2973878,3.2844829857831204e-17,1.5804701637554285e-15
0,RGS10,8.338562,0.93380105,7.51995462261755e-17,3.568465664172218e-15
0,COMMD6,8.298234,0.71664166,1.0567079689767596e-16,4.9291473083494156e-15
0,GIMAP4,8.293555,0.9138027,1.0991255697179993e-16,5.10962985190259e-15
0,GNB2L1,8.257803,0.33283523,1.483788023134919e-16,6.828412399084658e-15
0,RPL8,8.244231,0.31690192,1.6622542542867323e-16,7.624132054611454e-15
0,COX7C,8.027708,0.6340245,9.931052556520383e-16,4.465391959348214e-14
0,CD40LG,8.024007,3.351428,1.0235069820325698e-15,4.5870505724165566e-14
0,LDLRAP1,7.9469485,2.6116467,1.911615205463037e-15,8.511652898610418e-14
0,GYPC,7.908831,1.1658174,2.598171494841506e-15,1.153117277678201e-13
0,RARRES3,7.8569875,0.8219842,3.9348144887983255e-15,1.729552753185264e-13
0,PABPC1,7.8325953,0.47001487,4.779002121339473e-15,2.093905274506375e-13
0,BTG2,7.7861757,1.002521,6.906796627842762e-15,2.9786103444728187e-13
0,PPA1,7.594687,1.0527499,3.085369387208553e-14,1.2861019992759299e-12
0,SUSD3,7.5933504,2.1690397,3.117376064632208e-14,1.2955059197080636e-12
0,SRSF5,7.533154,0.55305743,4.952920414517852e-14,2.0215580525207685e-12
0,SLC2A3,7.511743,1.2950633,5.834519635234112e-14,2.367295925372799e-12
0,FXYD5,7.511152,0.6091333,5.860931965425242e-14,2.3709976688448903e-12
0,IL2RG,7.4255347,0.82040864,1.1232515133801372e-13,4.452101518640232e-12
0,SELL,7.336396,0.7723858,2.1942170987329497e-13,8.573075011972556e-12
0,EEF1D,7.2587214,0.28306746,3.9076641836943084e-13,1.5011122301171918e-11
0,ITM2A,7.053919,2.1688066,1.7394796833695613e-12,6.447357939927071e-11
0,ST13,6.940825,0.8066012,3.898168543284663e-12,1.4217947713459006e-10
0,TTC39C,6.8349023,2.0369833,8.206094368369498e-12,2.9537632065044434e-10
0,RPL41,6.80686,0.63783544,9.975180667666409e-12,3.5717918453362176e-10
0,TRABD2A,6.759875,3.0307693,1.3811102011444992e-11,4.906877020335664e-10
0,MZT2A,6.714303,1.0775259,1.889670930714286e-11,6.627863719645964e-10
0,SOCS3,6.712324,1.5704337,1.915487736148496e-11,6.701275207535835e-10
0,NGFRAP1,6.708674,2.7848048,1.9640067207405334e-11,6.836139128993825e-10
0,TSC22D3,6.5940123,0.5186282,4.280958054099242e-11,1.4677264688479252e-09
0,AAK1,6.5407557,1.7273654,6.12088156320425e-11,2.0933109665282564e-09
0,RPL36AL,6.49084,0.4864566,8.535907621840567e-11,2.8904058549610257e-09
0,ANKRD12,6.480456,0.93274945,9.144584164448445e-11,3.0888873702277333e-09
0,BIN1,6.47493,1.0628259,9.485603869812597e-11,3.188371849769852e-09
0,CALM1,6.436529,0.5459886,1.2223625244625333e-10,4.078705513498584e-09
0,ITM2B,6.349781,0.49445957,2.1562139538314645e-10,7.049968637353289e-09
0,OXNAD1,6.335387,2.0746784,2.367456089061732e-10,7.675482932716925e-09
0,MYC,6.3204026,1.6435908,2.6088288836794503e-10,8.438084743108486e-09
0,MZT2B,6.239386,0.7775359,4.3929120408253927e-10,1.4075793394364354e-08
0,GSTK1,6.232395,0.60283554,4.5935758927701904e-10,1.4650302277546603e-08
0,SIT1,6.2113442,1.6570746,5.253330339248752e-10,1.6715585214027232e-08
0,PTPRCAP,6.198364,0.77979356,5.705307853023465e-10,1.8111711087121247e-08
0,CCDC109B,6.1684713,0.84767747,6.895339165091915e-10,2.178863624656003e-08
0,SEPT1,6.1435905,1.0856065,8.067662487830874e-10,2.5318060265014326e-08
0,HMGN1,6.1240563,0.6062367,9.122269469876203e-10,2.8497221756237416e-08
0,MGAT4A,6.121306,1.8623284,9.281148964302396e-10,2.89276538401007e-08
0,PSIP1,6.0568423,1.2654457,1.388193968060405e-09,4.28776848603162e-08
0,NBEAL1,6.0250735,0.5218117,1.690328891737472e-09,5.197571843338047e-08
0,CD6,5.9895773,2.085818,2.1038703246887148e-09,6.411661696173564e-08
0,SH3YL1,5.9055023,2.3291814,3.5157368710428775e-09,1.0527252281546292e-07
0,RPS9,5.843661,0.23838504,5.106600907132657e-09,1.5093087250089926e-07
0,FHIT,5.8194485,3.0561876,5.904219181239479e-09,1.7338428661995336e-07
0,EIF3E,5.774365,0.7207457,7.724384831483768e-09,2.2538768846589018e-07
0,RCAN3,5.7009053,2.0718486,1.1917277106185556e-08,3.4407060680890255e-07
0,COX6C,5.6390123,0.63122916,1.7102840063303513e-08,4.906869218162016e-07
0,CMPK1,5.6360564,0.6938806,1.7398845947263216e-08,4.981373138220621e-07
0,NAP1L1,5.5998406,0.5592342,2.145489554925743e-08,6.091768893633881e-07
0,LINC00176,5.594931,5.0272794,2.2070910601666628e-08,6.253728677505291e-07
0,PBXIP1,5.5734177,1.2895497,2.497895378281904e-08,7.063121075826398e-07
0,TNFAIP8,5.495743,0.89942116,3.8906898213652606e-08,1.0889167389837384e-06
0,RPL23,5.481606,0.3862898,4.21481636184359e-08,1.1772299712082076e-06
0,VAMP2,5.475386,0.57247895,4.3655888606965964e-08,1.2168635291787221e-06
0,RGL4,5.467161,1.9179832,4.573006208281734e-08,1.2720934511232394e-06
0,BEX2,5.419276,1.8134717,5.984085364692064e-08,1.6446041421119632e-06
0,TRADD,5.4090204,1.275445,6.337037337799796e-08,1.7346532944228823e-06
0,NACA,5.317697,0.24984637,1.0508873565419642e-07,2.8425777529815577e-06
0,PIM1,5.288781,1.0867516,1.2313406815608745e-07,3.3241350604184713e-06
0,CYTIP,5.2237525,0.69175786,1.7533332118638896e-07,4.687175763645493e-06
0,SBDS,5.2220817,0.9999799,1.7692300785797272e-07,4.720471069580229e-06
0,SELM,5.1921887,1.8323798,2.0783607411667449e-07,5.502440000841842e-06
0,TMA7,5.1824217,0.4690939,2.19023424485432e-07,5.776321621910028e-06
0,CUTA,5.147054,0.5783736,2.6460904465260957e-07,6.9252832793242125e-06
0,BTF3,5.113486,0.31595936,3.162675613068588e-07,8.18357233162691e-06
0,CDC42SE2,5.077424,0.8771922,3.825858972349393e-07,9.80707101809338e-06
0,PPP2R5C,5.074417,0.89244854,3.8868581451334567e-07,9.9448456347687e-06
0,CD5,5.037482,2.8122776,4.716968920666519e-07,1.1935149774542554e-05
0,PASK,5.0264034,3.464561,4.997636694040345e-07,1.262202387146764e-05
0,BCL11B,5.0207233,2.32573,5.147730905784645e-07,1.2977202507707834e-05
0,B2M,5.0011373,0.13750447,5.69930882297923e-07,1.4315077142552594e-05
0,CD247,4.997359,0.59759253,5.812080807078993e-07,1.4545050399321408e-05
0,STMN3,4.912487,1.6790411,8.99282460055013e-07,2.210171981576066e-05
0,UXT,4.9091716,0.5859574,9.146196040535213e-07,2.2438449463309467e-05
0,ANXA2R,4.8882747,0.9941035,1.0172344072584922e-06,2.479801545989543e-05
0,SKP1,4.8587418,0.515875,1.1813398166706363e-06,2.852270113700899e-05
0,PIM2,4.841752,1.2391963,1.2869921247466207e-06,3.0856311186669854e-05
0,PPP1R2,4.8313165,0.72419757,1.356330549623282e-06,3.2461984568121625e-05
0,NDUFS5,4.8006015,0.5716936,1.581898159124425e-06,3.740370923143511e-05
0,STK17A,4.793019,0.65885246,1.6429004259453476e-06,3.8779236560093795e-05
0,RP11-664D1.1,4.781941,3.902911,1.7361066950076606e-06,4.076877947831346e-05
0,TSTD1,4.769218,0.82732785,1.8494252021697727e-06,4.3061149783626935e-05
0,NELL2,4.760993,3.0942564,1.926428215523905e-06,4.477802804694039e-05
0,NUCB2,4.711026,1.5286274,2.464727883892844e-06,5.6904508753714574e-05
0,GPR183,4.68486,1.4207852,2.8015108334845554e-06,6.4033199284012e-05
0,ADD3,4.661239,0.9513211,3.14311454740697e-06,7.148370299028058e-05
0,CAMK4,4.55362,1.7937094,5.2730579973260174e-06,0.00011720375587573582
0,ISG20,4.5369387,0.503782,5.7076709551653715e-06,0.0001260466980340385
0,MIF,4.534831,0.51974225,5.7649637343504495e-06,0.00012710725506894223
0,EPHX2,4.5111585,3.9470923,6.4474559228373265e-06,0.00014147265684126575
0,TMEM204,4.4751997,2.195673,7.633993553449514e-06,0.0001659153527607078
0,LINC00861,4.474274,1.8816495,7.667124277685409e-06,0.00016610891365588892
0,EEF2,4.460035,0.2943519,8.194633793210188e-06,0.00017670001232717692
0,TECR,4.4446645,0.816252,8.802919564225438e-06,0.00018922137759214367
0,SVIP,4.416262,1.1504143,1.0042218379652065e-05,0.00021384935226482674
0,SRSF7,4.4138975,0.47566485,1.0152595648546834e-05,0.00021586464608398646
0,TNFRSF4,4.408269,3.2057488,1.0420022426541801e-05,0.00022086582311838372
0,PLP2,4.386447,0.5909135,1.1521736741902457e-05,0.00024309091950530816
0,TOMM20,4.3793526,0.6801118,1.1903236927897833e-05,0.00025075421079752826
0,EEF1G,4.354472,0.73418784,1.3338801638429018e-05,0.0002792798865181917
0,DUSP2,4.335015,0.68776405,1.4575035538295665e-05,0.0003042344556654288
0,USP10,4.303554,2.01713,1.6807978434764758e-05,0.0003481942843721509
0,HNRNPA0,4.2793674,0.4807619,1.8742522607084416e-05,0.0003871008358939092
0,RP11-51J9.5,4.2785707,1.4110446,1.8809729565287854e-05,0.0003879047086591844
0,FOXP1,4.2686234,0.9946653,1.966828993346044e-05,0.0004037888145920307
0,PCNP,4.2589335,0.7108892,2.0540461425840885e-05,0.00041980907301636644
0,ILF3-AS1,4.233436,1.0002143,2.3014777577364117e-05,0.0004675920884384763
0,SEPT9,4.227319,0.5622712,2.3649271889739608e-05,0.00047977235901758725
0,GATA3,4.217551,2.0148518,2.4696955280666374e-05,0.0004995487385236853
0,HLA-A,4.1939044,0.27076587,2.7419346362571622e-05,0.000551362046944732
0,EIF3H,4.1806674,0.38058814,2.906547742814935e-05,0.0005802095450504224
0,TESPA1,4.1801534,2.2865012,2.9131262588137574e-05,0.0005806775219966841
0,C9orf78,4.166222,0.6114679,3.0968884991500736e-05,0.0006155178098165813
0,CISH,4.1458397,2.0750875,3.385707575860764e-05,0.0006680804848252448
0,NAP1L4,4.109187,1.2239354,3.970545729121065e-05,0.0007796198729972825
0,DDX18,4.0962067,0.9236886,4.1997470425927485e-05,0.0008192792452648215
0,CD96,4.075156,1.204858,4.598351485162191e-05,0.0008932265193698908
0,FAM102A,4.07274,2.0786202,4.646330549466493e-05,0.0009012698324665275
0,CRIP2,4.0298414,2.7375572,5.581451253880253e-05,0.0010705457691708223
0,UBE2D2,4.0086107,0.45824987,6.107704643255616e-05,0.0011649660845286164
0,CCDC104,4.001028,1.9773526,6.306786183950146e-05,0.0011996014663896296
0,GIMAP1,3.9858375,0.5426819,6.7242504101454e-05,0.0012737067696786464
0,SCGB3A1,3.9847324,3.3443668,6.755623323273293e-05,0.0012778843897292406
0,ATP6V0E2,3.981134,1.6832978,6.858730028709453e-05,0.0012938187567224407
0,C14orf64,3.96363,3.0610073,7.38186200681438e-05,0.0013848817450267086
0,NMRK1,3.9399319,1.459253,8.150479269223283e-05,0.001506410683263182
0,CYLD,3.9340715,1.288531,8.351894309951557e-05,0.0015415596038583534
0,STT3B,3.9273372,1.1084927,8.589151708624066e-05,0.0015832207867213768
0,ITK,3.926669,1.8656116,8.613040569995741e-05,0.0015854931325761288
0,SRP9,3.925615,0.54988414,8.650839062542311e-05,0.0015903164464303654
0,RWDD1,3.9223251,0.6438258,8.769855086076775e-05,0.0016100373848789411
0,TNFAIP3,3.8987038,0.9424504,9.670894103915822e-05,0.001773083445736652
0,RSL1D1,3.8794265,0.5149697,0.00010470300747290744,0.0019018503900443081
0,NDNL2,3.8581958,0.9087177,0.00011422714204759466,0.0020639143953105578
0,RIC3,3.8541603,1.4459387,0.0001161274623462532,0.0020954894981796268
0,HNRNPDL,3.8357825,0.34024414,0.00012516507880659653,0.0022496905514464804
0,CD44,3.8287914,0.43084243,0.0001287741122845681,0.0023085074194386496
0,CITED2,3.8169422,0.6977937,0.0001351157959384389,0.002415877477835399
0,FUS,3.8146803,0.6039548,0.000136359325437348,0.002434937225322644
0,ETS1,3.8104136,1.3383824,0.00013873448038830816,0.0024741283017493602
0,DDX24,3.7826543,0.672882,0.00015516489051077,0.0027421795212173965
0,SORL1,3.7814205,1.1245513,0.00015593603497705824,0.0027522609828511927
0,SKAP1,3.764328,0.93909395,0.00016699764112490932,0.0029437090621940954
0,ANAPC16,3.756874,0.39791214,0.00017204908200795172,0.0030288589353749036
0,HSPE1,3.7560773,0.7059588,0.00017259748494906954,0.003034617831527615
0,CHURC1,3.73973,0.7793002,0.00018421803479195273,0.0032265212377226562
0,DENND2D,3.7358744,0.8557288,0.00018706394337670144,0.003272187397280719
0,HSP90AB1,3.7323275,0.37958288,0.0001897186316084031,0.0033143965781880767
0,ARHGEF1,3.7230487,0.6458729,0.00019683158077559034,0.0034342853673746134
0,RPL39,3.7039769,0.61827725,0.00021224558351824318,0.0036938273253416076
0,CD8B,3.7017665,1.1422973,0.0002141036611519582,0.003721441836550006
0,CNBP,3.6945696,0.34470445,0.00022025958928422596,0.003823594946131487
0,OPTN,3.6930273,0.93890053,0.00022160015824442027,0.00384200324925914
0,RORA,3.674881,1.0978177,0.00023796033997096873,0.004109852405808424
0,OST4,3.6745725,0.36536404,0.0002382479701485852,0.004109852405808424
0,SCML4,3.6649852,1.7999972,0.00024735284083922106,0.0042455530153555415
0,FKBP11,3.6583025,0.9290124,0.0002538913474232669,0.004352332423203354
0,C19orf60,3.651928,0.54385954,0.0002602788146822555,0.004450702823631486
0,BCL2,3.6028864,1.6277972,0.00031470301748570044,0.005328194051603575
0,TUBA4A,3.602501,0.5550235,0.0003151702964975261,0.005329525827579622
0,EIF4B,3.5987997,0.62974787,0.00031968934184573413,0.005392644076349813
0,CCND3,3.5939932,0.42703155,0.0003256483758677639,0.005479683222884066
0,FBLN5,3.592271,3.4101005,0.00032780861032985097,0.005509273629979872
0,SON,3.5883129,0.51889634,0.00033282486817629253,0.005579902496539946
0,APRT,3.5775945,0.34206495,0.0003467707778090374,0.005792465830539755
0,TBC1D10C,3.557109,0.50804883,0.00037495837061195486,0.006195396499484758
0,SNHG8,3.5484986,0.6016771,0.0003874340435064268,0.006386142395008578
0,UBA52,3.538757,0.18997428,0.00040201555735065194,0.0066026842556968154
0,RBL2,3.5330768,1.0301795,0.00041075324686085004,0.006730071717383151
0,KRT10,3.5271392,0.56790453,0.0004200756936746625,0.006874603893859572
0,DNAJB9,3.5137737,0.8939028,0.0004417890715754696,0.007212732532840465
0,APBA2,3.49884,2.5631273,0.0004672866509491805,0.0075599534196403905
0,SF1,3.496784,0.51303375,0.0004709031485317254,0.007597606798781273
0,GRAP2,3.4879162,0.99594325,0.00048680043401979543,0.007835658629281074
0,CMTM8,3.4743707,3.691557,0.0005120529877358402,0.008232467378439991
0,MYLIP,3.4718003,0.73804253,0.000516980495494233,0.008292246216617439
0,HMOX2,3.4487448,0.6982256,0.0005631988780103071,0.008991512704346161
0,AC013264.2,3.4388232,3.3982952,0.0005842484372475895,0.009284337275102481
0,CCNL1,3.4211395,0.5518536,0.0006235932711119658,0.009886656786161269
0,DDIT4,3.417207,0.63500935,0.0006326716334095402,0.010019005520298423
0,ANP32B,3.4098816,0.37533593,0.0006499109503223093,0.010256477298872439
0,TSHZ2,3.4038928,3.9999616,0.0006643283551160452,0.010471952944898211
0,SIRPG,3.3892162,2.063361,0.0007009271182331732,0.010985730856513986
0,BIRC3,3.3515098,0.9061024,0.0008037221363835225,0.012454514551823309
0,MFNG,3.3489137,0.78790534,0.000811290568730099,0.0125293230400502
0,CORO1B,3.3338773,0.8433058,0.0008564440495825919,0.013196936737051308
0,SPCS1,3.323442,0.39873,0.0008891394126610603,0.013606353926911282
0,TBCC,3.320049,0.83105576,0.000900016212195021,0.013729502040091789
0,EIF3F,3.3127236,0.29097548,0.0009239220828021221,0.014062893944004775
0,MORF4L1,3.2999492,0.3739885,0.0009670232046718483,0.014686330264529045
0,SUCLG2,3.291313,0.9349641,0.000997209000904758,0.015094618364688579
0,GTF3A,3.287843,0.32360718,0.001009581049984396,0.015265043571649402
0,ABHD14B,3.2871747,0.73637116,0.0010119800720256827,0.015284465537180852
0,RP11-18H21.1,3.2742717,3.5238297,0.0010593466602438985,0.015884687735546087
0,SATB1,3.2615745,1.3421347,0.0011079533737257152,0.01647990517057967
0,NDUFA4,3.2601864,0.3371338,0.0011133898766826692,0.016524922909984984
